ORDERNUMBER,QUANTITYORDERED,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,DEALSIZE,Customer Value,Customer PO Freq.,Customer Frequency,CLTV
10208,30,15,1968.3,2004-01-02,Shipped,1,1,2004,Trains,S50_1514,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,High-value,3,Low-freq.,18135.0
10220,30,4,2056.2,2004-02-12,Shipped,1,2,2004,Trains,S50_1514,"Clover Collections, Co.",Dublin,Ireland,EMEA,Small,Low-value,2,Low-freq.,7332.0
10230,43,2,2242.02,2004-03-15,Shipped,1,3,2004,Trains,S50_1514,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Small,Low-value,4,Low-freq.,10803.0
10247,49,4,3128.65,2004-05-05,Shipped,2,5,2004,Trains,S50_1514,Suominen Souveniers,Espoo,Finland,EMEA,Medium,High-value,3,Low-freq.,14469.0
10272,43,4,2443.26,2004-07-20,Shipped,3,7,2004,Trains,S50_1514,Diecast Classics Inc.,Allentown,USA,North America,Small,High-value,4,Low-freq.,15483.0
10282,37,7,2470.86,2004-08-20,Shipped,3,8,2004,Trains,S50_1514,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10292,35,1,1927.45,2004-09-08,Shipped,3,9,2004,Trains,S50_1514,Land of Toys Inc.,NYC,USA,North America,Small,High-value,4,Low-freq.,20826.0
10306,34,15,2051.56,2004-10-14,Shipped,4,10,2004,Trains,S50_1514,"AV Stores, Co.",Manchester,UK,EMEA,Small,High-value,3,Low-freq.,20046.0
10314,38,7,2337.38,2004-10-22,Shipped,4,10,2004,Trains,S50_1514,Heintze Collectables,Aaarhus,Denmark,EMEA,Small,High-value,2,Low-freq.,12753.0
10325,44,7,5932.96,2004-11-05,Shipped,4,11,2004,Trains,S50_1514,Baane Mini Imports,Stavern,Norway,EMEA,Medium,High-value,4,Low-freq.,14781.0
10337,21,6,2296.77,2004-11-21,Shipped,4,11,2004,Trains,S50_1514,Classic Legends Inc.,NYC,USA,North America,Small,Low-value,3,Low-freq.,9867.0
10350,44,17,6490.88,2004-12-02,Shipped,4,12,2004,Trains,S50_1514,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10359,25,4,1623.25,2004-12-15,Shipped,4,12,2004,Trains,S50_1514,Reims Collectables,Reims,France,EMEA,Small,High-value,5,Low-freq.,17121.0
10372,24,9,1405.92,2005-01-26,Shipped,1,1,2005,Trains,S50_1514,"Tokyo Collectables, Ltd",Minato-ku,Japan,APAC,Small,High-value,4,Low-freq.,15288.0
10383,38,10,2282.28,2005-02-22,Shipped,1,2,2005,Trains,S50_1514,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10395,45,3,8977.05,2005-03-17,Shipped,1,3,2005,Trains,S50_1514,Lyon Souveniers,Paris,France,EMEA,Large,Low-value,3,Low-freq.,9945.0
10413,51,4,3256.35,2005-05-05,Shipped,2,5,2005,Trains,S50_1514,Gift Depot Inc.,Bridgewater,USA,North America,Medium,High-value,3,Low-freq.,12909.0
10108,34,14,2821.66,2003-03-03,Shipped,1,3,2003,Motorcycles,S50_4713,Cruz & Sons Co.,Makati City,Philippines,APAC,Small,Low-value,3,Low-freq.,11934.0
10121,44,1,3293.4,2003-05-07,Shipped,2,5,2003,Motorcycles,S50_4713,Reims Collectables,Reims,France,EMEA,Medium,High-value,5,Low-freq.,17121.0
10135,44,15,4224.0,2003-07-02,Shipped,3,7,2003,Motorcycles,S50_4713,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10145,38,2,3091.68,2003-08-25,Shipped,3,8,2003,Motorcycles,S50_4713,Toys4GrownUps.com,Pasadena,USA,North America,Medium,High-value,3,Low-freq.,13260.0
10159,31,10,2219.6,2003-10-10,Shipped,4,10,2003,Motorcycles,S50_4713,Corporate Gift Ideas Co.,San Francisco,USA,North America,Small,High-value,4,Low-freq.,19032.0
10169,48,10,3866.4,2003-11-04,Shipped,4,11,2003,Motorcycles,S50_4713,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,High-value,4,Low-freq.,19539.0
10180,21,5,1964.76,2003-11-11,Shipped,4,11,2003,Motorcycles,S50_4713,Daedalus Designs Imports,Lille,France,EMEA,Small,Low-value,2,Low-freq.,8736.0
10190,40,2,2668.8,2003-11-19,Shipped,4,11,2003,Motorcycles,S50_4713,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10211,40,10,3222.0,2004-01-15,Shipped,1,1,2004,Motorcycles,S50_4713,Auto Canal Petit,Paris,France,EMEA,Medium,Low-value,3,Low-freq.,11817.0
10224,50,3,3864.5,2004-02-21,Shipped,1,2,2004,Motorcycles,S50_4713,Daedalus Designs Imports,Lille,France,EMEA,Medium,Low-value,2,Low-freq.,8736.0
10237,20,3,1366.8,2004-04-05,Shipped,2,4,2004,Motorcycles,S50_4713,Vitachrome Inc.,NYC,USA,North America,Small,Low-value,3,Low-freq.,11154.0
10252,48,7,3475.68,2004-05-26,Shipped,2,5,2004,Motorcycles,S50_4713,Auto Canal Petit,Paris,France,EMEA,Medium,Low-value,3,Low-freq.,11817.0
10264,47,5,4206.5,2004-06-30,Shipped,2,6,2004,Motorcycles,S50_4713,Gifts4AllAges.com,Boston,USA,North America,Medium,Low-value,3,Low-freq.,10569.0
10276,21,11,1486.38,2004-08-02,Shipped,3,8,2004,Motorcycles,S50_4713,Online Mini Collectables,Brickhaven,USA,North America,Small,Low-value,2,Low-freq.,7254.0
10285,39,2,3077.88,2004-08-27,Shipped,3,8,2004,Motorcycles,S50_4713,Marta's Replicas Co.,Cambridge,USA,North America,Medium,High-value,2,Low-freq.,13065.0
10299,44,5,3544.2,2004-09-30,Shipped,3,9,2004,Motorcycles,S50_4713,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Medium,High-value,3,Low-freq.,14118.0
10309,28,1,2483.04,2004-10-15,Shipped,4,10,2004,Motorcycles,S50_4713,Baane Mini Imports,Stavern,Norway,EMEA,Small,High-value,4,Low-freq.,14781.0
10319,45,6,3478.05,2004-11-03,Shipped,4,11,2004,Motorcycles,S50_4713,Microscale Inc.,NYC,USA,North America,Medium,Low-value,2,Low-freq.,4173.0
10331,20,5,3657.8,2004-11-17,Shipped,4,11,2004,Motorcycles,S50_4713,Motor Mint Distributors Inc.,Philadelphia,USA,North America,Medium,Low-value,3,Low-freq.,10608.0
10341,38,3,4682.36,2004-11-24,Shipped,4,11,2004,Motorcycles,S50_4713,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,High-value,4,Low-freq.,18993.0
10356,26,4,3937.7,2004-12-09,Shipped,4,12,2004,Motorcycles,S50_4713,Lyon Souveniers,Paris,France,EMEA,Medium,Low-value,3,Low-freq.,9945.0
10365,44,2,4984.32,2005-01-07,Shipped,1,1,2005,Motorcycles,S50_4713,Mini Creations Ltd.,New Bedford,USA,North America,Medium,High-value,3,Low-freq.,13806.0
10375,49,8,5406.66,2005-02-03,Shipped,1,2,2005,Motorcycles,S50_4713,La Rochelle Gifts,Nantes,France,EMEA,Medium,High-value,4,Low-freq.,22854.0
10390,22,13,3491.18,2005-03-04,Shipped,1,3,2005,Motorcycles,S50_4713,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10403,31,3,2118.54,2005-04-08,Shipped,2,4,2005,Motorcycles,S50_4713,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Small,High-value,3,Low-freq.,14976.0
10105,41,5,2897.47,2003-02-11,Shipped,1,2,2003,Ships,S700_1138,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,High-value,5,Low-freq.,18408.0
10119,25,14,1916.75,2003-04-28,Shipped,2,4,2003,Ships,S700_1138,Salzburg Collectables,Salzburg,Austria,EMEA,Small,High-value,4,Low-freq.,18993.0
10129,31,5,1860.0,2003-06-12,Shipped,2,6,2003,Ships,S700_1138,"Stylish Desk Decors, Co.",London,UK,EMEA,Small,Low-value,3,Low-freq.,11271.0
10142,41,2,2624.0,2003-08-08,Shipped,3,8,2003,Ships,S700_1138,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10153,43,1,2780.81,2003-09-28,Shipped,3,9,2003,Ships,S700_1138,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10167,43,12,3239.62,2003-10-23,Cancelled,4,10,2003,Ships,S700_1138,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,High-value,3,Low-freq.,17043.0
10177,24,3,1824.0,2003-11-07,Shipped,4,11,2003,Ships,S700_1138,CAF Imports,Madrid,Spain,EMEA,Small,Low-value,2,Low-freq.,6279.0
10185,21,3,1134.0,2003-11-14,Shipped,4,11,2003,Ships,S700_1138,Mini Creations Ltd.,New Bedford,USA,North America,Small,High-value,3,Low-freq.,13806.0
10197,23,9,1487.41,2003-11-26,Shipped,4,11,2003,Ships,S700_1138,Enaco Distributors,Barcelona,Spain,EMEA,Small,Low-value,3,Low-freq.,9945.0
10208,38,3,2837.46,2004-01-02,Shipped,1,1,2004,Ships,S700_1138,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,High-value,3,Low-freq.,18135.0
10222,31,15,1942.77,2004-02-19,Shipped,1,2,2004,Ships,S700_1138,Collectable Mini Designs Co.,San Diego,USA,North America,Small,Low-value,2,Low-freq.,11076.0
10233,36,3,2544.12,2004-03-29,Shipped,1,3,2004,Ships,S700_1138,Tekni Collectables Inc.,Newark,USA,North America,Small,Low-value,3,Low-freq.,10569.0
10248,36,6,2568.24,2004-05-07,Cancelled,2,5,2004,Ships,S700_1138,Land of Toys Inc.,NYC,USA,North America,Small,High-value,4,Low-freq.,20826.0
10261,34,4,2108.0,2004-06-17,Shipped,2,6,2004,Ships,S700_1138,Quebec Home Shopping Network,Montreal,Canada,North America,Small,Low-value,3,Low-freq.,9399.0
10273,21,7,1372.14,2004-07-21,Shipped,3,7,2004,Ships,S700_1138,Petit Auto,Bruxelles,Belgium,EMEA,Small,Low-value,3,Low-freq.,9516.0
10283,45,9,3540.15,2004-08-20,Shipped,3,8,2004,Ships,S700_1138,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,North America,Medium,Low-value,2,Low-freq.,9477.0
10295,26,4,1958.84,2004-09-10,Shipped,3,9,2004,Ships,S700_1138,Gifts4AllAges.com,Boston,USA,North America,Small,Low-value,3,Low-freq.,10569.0
10306,50,3,2700.0,2004-10-14,Shipped,4,10,2004,Ships,S700_1138,"AV Stores, Co.",Manchester,UK,EMEA,Small,High-value,3,Low-freq.,20046.0
10315,41,2,2542.0,2004-10-29,Shipped,4,10,2004,Ships,S700_1138,La Rochelle Gifts,Nantes,France,EMEA,Small,High-value,4,Low-freq.,22854.0
10326,39,1,2340.0,2004-11-09,Shipped,4,11,2004,Ships,S700_1138,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Small,Low-value,4,Low-freq.,9594.0
10339,22,5,2816.44,2004-11-23,Shipped,4,11,2004,Ships,S700_1138,"Tokyo Collectables, Ltd",Minato-ku,Japan,APAC,Small,High-value,4,Low-freq.,15288.0
10350,46,11,3526.82,2004-12-02,Shipped,4,12,2004,Ships,S700_1138,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10373,44,14,4627.92,2005-01-31,Shipped,1,1,2005,Ships,S700_1138,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Medium,High-value,3,Low-freq.,13221.0
10385,25,1,1933.5,2005-02-28,Shipped,1,2,2005,Ships,S700_1138,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10396,39,1,2600.13,2005-03-23,Shipped,1,3,2005,Ships,S700_1138,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10414,37,6,2639.58,2005-05-06,On Hold,2,5,2005,Ships,S700_1138,Gifts4AllAges.com,Boston,USA,North America,Small,Low-value,3,Low-freq.,10569.0
10106,31,7,3312.97,2003-02-17,Shipped,1,2,2003,Planes,S700_1691,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,High-value,3,Low-freq.,17511.0
10120,47,13,3863.87,2003-04-29,Shipped,2,4,2003,Planes,S700_1691,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,High-value,5,Low-freq.,25506.0
10133,24,8,1863.36,2003-06-27,Shipped,2,6,2003,Planes,S700_1691,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10143,36,2,3945.96,2003-08-10,Shipped,3,8,2003,Planes,S700_1691,Mini Creations Ltd.,New Bedford,USA,North America,Medium,High-value,3,Low-freq.,13806.0
10156,48,2,4954.08,2003-10-08,Shipped,4,10,2003,Planes,S700_1691,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10168,28,14,2762.2,2003-10-28,Shipped,4,10,2003,Planes,S700_1691,Technics Stores Inc.,Burlingame,USA,North America,Small,High-value,4,Low-freq.,15327.0
10199,48,2,3989.76,2003-12-01,Shipped,4,12,2003,Planes,S700_1691,West Coast Collectables Co.,Burbank,USA,North America,Medium,Low-value,2,Low-freq.,5850.0
10210,21,12,1649.55,2004-01-12,Shipped,1,1,2004,Planes,S700_1691,Osaka Souveniers Co.,Osaka,Japan,APAC,Small,Low-value,2,Low-freq.,8580.0
10223,25,14,2534.75,2004-02-20,Shipped,1,2,2004,Planes,S700_1691,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,High-value,5,Low-freq.,25506.0
10235,25,8,2580.25,2004-04-02,Shipped,2,4,2004,Planes,S700_1691,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,North America,Small,Low-value,2,Low-freq.,9477.0
10250,31,9,2831.54,2004-05-11,Shipped,2,5,2004,Planes,S700_1691,The Sharp Gifts Warehouse,San Jose,USA,North America,Small,High-value,4,Low-freq.,20319.0
10262,40,4,3361.2,2004-06-24,Cancelled,2,6,2004,Planes,S700_1691,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10275,32,14,2864.32,2004-07-23,Shipped,3,7,2004,Planes,S700_1691,La Rochelle Gifts,Nantes,France,EMEA,Small,High-value,4,Low-freq.,22854.0
10284,24,6,1994.88,2004-08-21,Shipped,3,8,2004,Planes,S700_1691,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small,Low-value,2,Low-freq.,10062.0
10296,42,2,4296.6,2004-09-15,Shipped,3,9,2004,Planes,S700_1691,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Medium,Low-value,1,Low-freq.,4407.0
10308,21,12,2224.95,2004-10-15,Shipped,4,10,2004,Planes,S700_1691,Mini Classics,White Plains,USA,North America,Small,Low-value,2,Low-freq.,10842.0
10316,34,4,2795.14,2004-11-01,Shipped,4,11,2004,Planes,S700_1691,giftsbymail.co.uk,Cowes,UK,EMEA,Small,Low-value,2,Low-freq.,9906.0
10328,27,8,2762.1,2004-11-12,Shipped,4,11,2004,Planes,S700_1691,Rovelli Gifts,Bergamo,Italy,EMEA,Small,High-value,3,Low-freq.,17511.0
10340,30,5,2658.0,2004-11-24,Shipped,4,11,2004,Planes,S700_1691,Enaco Distributors,Barcelona,Spain,EMEA,Small,Low-value,3,Low-freq.,9945.0
10353,39,9,5043.87,2004-12-04,Shipped,4,12,2004,Planes,S700_1691,Gift Ideas Corp.,Glendale,USA,North America,Medium,Low-value,3,Low-freq.,7254.0
10361,20,4,1210.8,2004-12-17,Shipped,4,12,2004,Planes,S700_1691,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,High-value,4,Low-freq.,19227.0
10375,37,6,3029.19,2005-02-03,Shipped,1,2,2005,Planes,S700_1691,La Rochelle Gifts,Nantes,France,EMEA,Medium,High-value,4,Low-freq.,22854.0
10388,46,2,10066.6,2005-03-03,Shipped,1,3,2005,Planes,S700_1691,FunGiftIdeas.com,New Bedford,USA,North America,Large,Low-value,3,Low-freq.,12558.0
10398,47,6,4121.43,2005-03-30,Shipped,1,3,2005,Planes,S700_1691,Reims Collectables,Reims,France,EMEA,Medium,High-value,5,Low-freq.,17121.0
10401,11,8,1135.31,2005-04-03,On Hold,2,4,2005,Planes,S700_1691,Tekni Collectables Inc.,Newark,USA,North America,Small,Low-value,3,Low-freq.,10569.0
10416,23,9,2100.82,2005-05-10,Shipped,2,5,2005,Planes,S700_1691,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,High-value,3,Low-freq.,18096.0
10105,29,12,2034.35,2003-02-11,Shipped,1,2,2003,Ships,S700_1938,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,High-value,5,Low-freq.,18408.0
10117,38,6,3027.84,2003-04-16,Shipped,2,4,2003,Ships,S700_1938,"Dragon Souveniers, Ltd.",Singapore,Singapore,APAC,Medium,High-value,5,Low-freq.,21957.0
10128,32,3,3104.0,2003-06-06,Shipped,2,6,2003,Ships,S700_1938,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10142,43,9,3612.43,2003-08-08,Shipped,3,8,2003,Ships,S700_1938,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10153,31,8,2711.88,2003-09-28,Shipped,3,9,2003,Ships,S700_1938,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10166,29,3,3013.97,2003-10-21,Shipped,4,10,2003,Ships,S700_1938,FunGiftIdeas.com,New Bedford,USA,North America,Medium,Low-value,3,Low-freq.,12558.0
10177,31,10,2738.54,2003-11-07,Shipped,4,11,2003,Ships,S700_1938,CAF Imports,Madrid,Spain,EMEA,Small,Low-value,2,Low-freq.,6279.0
10185,30,10,2832.0,2003-11-14,Shipped,4,11,2003,Ships,S700_1938,Mini Creations Ltd.,New Bedford,USA,North America,Small,High-value,3,Low-freq.,13806.0
10196,50,2,4720.0,2003-11-26,Shipped,4,11,2003,Ships,S700_1938,Super Scale Inc.,New Haven,USA,North America,Medium,Low-value,2,Low-freq.,10062.0
10208,40,10,3222.0,2004-01-02,Shipped,1,1,2004,Ships,S700_1938,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,High-value,3,Low-freq.,18135.0
10221,23,4,2231.0,2004-02-18,Shipped,1,2,2004,Ships,S700_1938,Petit Auto,Bruxelles,Belgium,EMEA,Small,Low-value,3,Low-freq.,9516.0
10232,26,7,2296.84,2004-03-20,Shipped,1,3,2004,Ships,S700_1938,giftsbymail.co.uk,Cowes,UK,EMEA,Small,Low-value,2,Low-freq.,9906.0
10248,40,13,4157.2,2004-05-07,Cancelled,2,5,2004,Ships,S700_1938,Land of Toys Inc.,NYC,USA,North America,Medium,High-value,4,Low-freq.,20826.0
10273,21,14,2146.2,2004-07-21,Shipped,3,7,2004,Ships,S700_1938,Petit Auto,Bruxelles,Belgium,EMEA,Small,Low-value,3,Low-freq.,9516.0
10282,43,2,3724.23,2004-08-20,Shipped,3,8,2004,Ships,S700_1938,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10293,29,5,2084.81,2004-09-09,Shipped,3,9,2004,Ships,S700_1938,Amica Models & Co.,Torino,Italy,EMEA,Small,Low-value,2,Low-freq.,11934.0
10306,38,10,3488.78,2004-10-14,Shipped,4,10,2004,Ships,S700_1938,"AV Stores, Co.",Manchester,UK,EMEA,Medium,High-value,3,Low-freq.,20046.0
10314,23,2,1753.06,2004-10-22,Shipped,4,10,2004,Ships,S700_1938,Heintze Collectables,Aaarhus,Denmark,EMEA,Small,High-value,2,Low-freq.,12753.0
10327,20,7,3469.2,2004-11-10,Resolved,4,11,2004,Ships,S700_1938,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,High-value,5,Low-freq.,18408.0
10337,36,9,2530.8,2004-11-21,Shipped,4,11,2004,Ships,S700_1938,Classic Legends Inc.,NYC,USA,North America,Small,Low-value,3,Low-freq.,9867.0
10350,28,4,2924.32,2004-12-02,Shipped,4,12,2004,Ships,S700_1938,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10372,44,2,4496.8,2005-01-26,Shipped,1,1,2005,Ships,S700_1938,"Tokyo Collectables, Ltd",Minato-ku,Japan,APAC,Medium,High-value,4,Low-freq.,15288.0
10384,49,1,6397.44,2005-02-23,Shipped,1,2,2005,Ships,S700_1938,Corporate Gift Ideas Co.,San Francisco,USA,North America,Medium,High-value,4,Low-freq.,19032.0
10397,32,5,2577.6,2005-03-28,Shipped,1,3,2005,Ships,S700_1938,Alpha Cognac,Toulouse,France,EMEA,Small,Low-value,3,Low-freq.,8931.0
10414,34,13,3533.62,2005-05-06,On Hold,2,5,2005,Ships,S700_1938,Gifts4AllAges.com,Boston,USA,North America,Medium,Low-value,3,Low-freq.,10569.0
10106,30,16,3177.3,2003-02-17,Shipped,1,2,2003,Ships,S700_2047,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,High-value,3,Low-freq.,17511.0
10119,29,7,2730.06,2003-04-28,Shipped,2,4,2003,Ships,S700_2047,Salzburg Collectables,Salzburg,Austria,EMEA,Small,High-value,4,Low-freq.,18993.0
10131,22,8,1891.78,2003-06-16,Shipped,2,6,2003,Ships,S700_2047,Gift Ideas Corp.,Glendale,USA,North America,Small,Low-value,3,Low-freq.,7254.0
10143,26,11,2612.48,2003-08-10,Shipped,3,8,2003,Ships,S700_2047,Mini Creations Ltd.,New Bedford,USA,North America,Small,High-value,3,Low-freq.,13806.0
10155,32,9,2925.76,2003-10-06,Shipped,4,10,2003,Ships,S700_2047,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Small,High-value,3,Low-freq.,14118.0
10167,29,5,2940.02,2003-10-23,Cancelled,4,10,2003,Ships,S700_2047,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small,High-value,3,Low-freq.,17043.0
10178,34,8,3293.24,2003-11-08,Shipped,4,11,2003,Ships,S700_2047,Alpha Cognac,Toulouse,France,EMEA,Medium,Low-value,3,Low-freq.,8931.0
10186,24,5,2389.68,2003-11-14,Shipped,4,11,2003,Ships,S700_2047,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Small,Low-value,2,Low-freq.,4563.0
10197,24,2,2172.48,2003-11-26,Shipped,4,11,2003,Ships,S700_2047,Enaco Distributors,Barcelona,Spain,EMEA,Small,Low-value,3,Low-freq.,9945.0
10209,33,4,2927.43,2004-01-09,Shipped,1,1,2004,Ships,S700_2047,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,North America,Small,Low-value,2,Low-freq.,6084.0
10222,26,8,2659.54,2004-02-19,Shipped,1,2,2004,Ships,S700_2047,Collectable Mini Designs Co.,San Diego,USA,North America,Small,Low-value,2,Low-freq.,11076.0
10249,40,4,3838.0,2004-05-08,Shipped,2,5,2004,Ships,S700_2047,Cambridge Collectables Co.,Cambridge,USA,North America,Medium,Low-value,2,Low-freq.,4563.0
10262,44,13,4142.16,2004-06-24,Cancelled,2,6,2004,Ships,S700_2047,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10274,24,5,2172.48,2004-07-21,Shipped,3,7,2004,Ships,S700_2047,Collectables For Less Inc.,Brickhaven,USA,North America,Small,Low-value,3,Low-freq.,10335.0
10283,20,2,1882.8,2004-08-20,Shipped,3,8,2004,Ships,S700_2047,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,North America,Small,Low-value,2,Low-freq.,9477.0
10296,34,11,3477.86,2004-09-15,Shipped,3,9,2004,Ships,S700_2047,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Medium,Low-value,1,Low-freq.,4407.0
10307,34,5,3323.84,2004-10-14,Shipped,4,10,2004,Ships,S700_2047,"Classic Gift Ideas, Inc",Philadelphia,USA,North America,Medium,Low-value,2,Low-freq.,8541.0
10316,45,13,4195.8,2004-11-01,Shipped,4,11,2004,Ships,S700_2047,giftsbymail.co.uk,Cowes,UK,EMEA,Medium,Low-value,2,Low-freq.,9906.0
10328,41,9,4156.58,2004-11-12,Shipped,4,11,2004,Ships,S700_2047,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,High-value,3,Low-freq.,17511.0
10339,55,15,3918.75,2004-11-23,Shipped,4,11,2004,Ships,S700_2047,"Tokyo Collectables, Ltd",Minato-ku,Japan,APAC,Medium,High-value,4,Low-freq.,15288.0
10352,23,3,2352.67,2004-12-03,Shipped,4,12,2004,Ships,S700_2047,Auto-Moto Classics Inc.,Brickhaven,USA,North America,Small,Low-value,3,Low-freq.,3354.0
10361,24,14,1089.36,2004-12-17,Shipped,4,12,2004,Ships,S700_2047,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,High-value,4,Low-freq.,19227.0
10373,32,15,2701.12,2005-01-31,Shipped,1,1,2005,Ships,S700_2047,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,High-value,3,Low-freq.,13221.0
10386,29,13,2487.04,2005-03-01,Resolved,1,3,2005,Ships,S700_2047,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10398,36,7,3910.32,2005-03-30,Shipped,1,3,2005,Ships,S700_2047,Reims Collectables,Reims,France,EMEA,Medium,High-value,5,Low-freq.,17121.0
10400,46,5,4038.8,2005-04-01,Shipped,2,4,2005,Ships,S700_2047,The Sharp Gifts Warehouse,San Jose,USA,North America,Medium,High-value,4,Low-freq.,20319.0
10415,32,4,3070.4,2005-05-09,Disputed,2,5,2005,Ships,S700_2047,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Medium,Low-value,3,Low-freq.,8190.0
10106,34,9,3763.46,2003-02-17,Shipped,1,2,2003,Planes,S700_2466,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,High-value,3,Low-freq.,17511.0
10120,24,15,2584.8,2003-04-29,Shipped,2,4,2003,Planes,S700_2466,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,High-value,5,Low-freq.,25506.0
10131,40,1,4427.6,2003-06-16,Shipped,2,6,2003,Planes,S700_2466,Gift Ideas Corp.,Glendale,USA,North America,Medium,Low-value,3,Low-freq.,7254.0
10143,26,4,2152.02,2003-08-10,Shipped,3,8,2003,Planes,S700_2466,Mini Creations Ltd.,New Bedford,USA,North America,Small,High-value,3,Low-freq.,13806.0
10155,20,2,2353.4,2003-10-06,Shipped,4,10,2003,Planes,S700_2466,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Small,High-value,3,Low-freq.,14118.0
10168,31,16,3431.39,2003-10-28,Shipped,4,10,2003,Planes,S700_2466,Technics Stores Inc.,Burlingame,USA,North America,Medium,High-value,4,Low-freq.,15327.0
10178,22,1,1930.5,2003-11-08,Shipped,4,11,2003,Planes,S700_2466,Alpha Cognac,Toulouse,France,EMEA,Small,Low-value,3,Low-freq.,8931.0
10198,42,1,4774.56,2003-11-27,Shipped,4,11,2003,Planes,S700_2466,Cruz & Sons Co.,Makati City,Philippines,APAC,Medium,Low-value,3,Low-freq.,11934.0
10210,26,14,2592.72,2004-01-12,Shipped,1,1,2004,Planes,S700_2466,Osaka Souveniers Co.,Osaka,Japan,APAC,Small,Low-value,2,Low-freq.,8580.0
10222,37,1,3246.75,2004-02-19,Shipped,1,2,2004,Planes,S700_2466,Collectable Mini Designs Co.,San Diego,USA,North America,Medium,Low-value,2,Low-freq.,11076.0
